"";"Chemin";"Positions";"Distance"
"Irkustk13";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";3028,09429811102
"ID3113";"Tallin - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2868,01619217519
"ID3114";"ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";2868,01619217519
"ID3212";"Tallin - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3528,69893252824
"ID3213";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";3528,69893252824
"ID3312";"Tallin - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3707,57598527677
"ID3313";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";3707,57598527677
"ID3412";"Tallin - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";3963,89804831466
"ID3413";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";3963,89804831466
"ID3512";"Tallin - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";4037,654403973
"ID3513";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";4037,654403973
"ID3612";"Tallin - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";4257,57484413262
"ID3613";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";4257,57484413262
"Khabarovsk12";"Tallin - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";4368,29972841795
"Khabarovsk13";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";4368,29972841795
"ID3812";"Tallin - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";4463,90307563969
"ID3813";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";4463,90307563969
"Vladivostok12";"Tallin - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";4717,05125359086
"Vladivostok13";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Tallin";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";4717,05125359086
"ID4012";"Tallin - Petrograd - ID3 - Moscou - ID18 - Kazan - Perm - ID40";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2380;-1670";1678,35943856506
"ID4013";"ID40 - Perm - Kazan - ID18 - Moscou - ID3 - Petrograd - Tallin";"2380;-1670|2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";1678,35943856506
"ID4112";"Tallin - Petrograd - ID3 - Moscou - ID18 - Kazan - Perm - ID40 - ID41";"874;-1552|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2380;-1670|2517;-1715";1822,56068682595
"ID4113";"ID41 - ID40 - Perm - Kazan - ID18 - Moscou - ID3 - Petrograd - Tallin";"2517;-1715|2380;-1670|2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579|1023;-1533|874;-1552";1822,56068682595
"Minsk14";"Riga - Minsk";"815;-1713|950;-1886";219,440196864658
"Minsk15";"Minsk - Riga";"950;-1886|815;-1713";219,440196864658
"Br.Litovsk14";"Riga - Br.Litovsk";"815;-1713|807;-1977";264,121184307507
"Br.Litovsk15";"Br.Litovsk - Riga";"807;-1977|815;-1713";264,121184307507
"Moscou14";"Riga - Minsk - Moscou";"815;-1713|950;-1886|1286;-1755";580,074360526395
"Moscou15";"Moscou - Minsk - Riga";"1286;-1755|950;-1886|815;-1713";580,074360526395
"Kiev14";"Riga - Minsk - Kiev";"815;-1713|950;-1886|1065;-2080";444,96403152521
"Kiev15";"Kiev - Minsk - Riga";"1065;-2080|950;-1886|815;-1713";444,96403152521
"Kharkov14";"Riga - Minsk - Kiev - Kharkov";"815;-1713|950;-1886|1065;-2080|1218;-2126";604,729484611915
"Kharkov15";"Kharkov - Kiev - Minsk - Riga";"1218;-2126|1065;-2080|950;-1886|815;-1713";604,729484611915
"Sebastopol14";"Riga - Minsk - Kiev - Kharkov - Sebastopol";"815;-1713|950;-1886|1065;-2080|1218;-2126|1155;-2369";855,763346869579
"Sebastopol15";"Sebastopol - Kharkov - Kiev - Minsk - Riga";"1155;-2369|1218;-2126|1065;-2080|950;-1886|815;-1713";855,763346869579
"Rostov14";"Riga - Minsk - Kiev - Kharkov - Rostov";"815;-1713|950;-1886|1065;-2080|1218;-2126|1382;-2252";811,543410642054
"Rostov15";"Rostov - Kharkov - Kiev - Minsk - Riga";"1382;-2252|1218;-2126|1065;-2080|950;-1886|815;-1713";811,543410642054
"Tsaritsyn14";"Riga - Minsk - Moscou - ID17 - Tsaritsyn";"815;-1713|950;-1886|1286;-1755|1419;-1971|1552;-2174";1076,4266245347
"Tsaritsyn15";"Tsaritsyn - ID17 - Moscou - Minsk - Riga";"1552;-2174|1419;-1971|1286;-1755|950;-1886|815;-1713";1076,4266245347
"ID1714";"Riga - Minsk - Moscou - ID17";"815;-1713|950;-1886|1286;-1755|1419;-1971";833,737523007666
"ID1715";"ID17 - Moscou - Minsk - Riga";"1419;-1971|1286;-1755|950;-1886|815;-1713";833,737523007666
"ID1814";"Riga - Minsk - Moscou - ID18";"815;-1713|950;-1886|1286;-1755|1584;-1884";904,797319369776
"ID1815";"ID18 - Moscou - Minsk - Riga";"1584;-1884|1286;-1755|950;-1886|815;-1713";904,797319369776
"Kazan14";"Riga - Minsk - Moscou - ID18 - Kazan";"815;-1713|950;-1886|1286;-1755|1584;-1884|1718;-1775";1077,53121876419
"Kazan15";"Kazan - ID18 - Moscou - Minsk - Riga";"1718;-1775|1584;-1884|1286;-1755|950;-1886|815;-1713";1077,53121876419
"Samara14";"Riga - Minsk - Moscou - ID18 - Samara";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926";1086,71213459932
"Samara15";"Samara - ID18 - Moscou - Minsk - Riga";"1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";1086,71213459932
"ID2414";"Riga - Minsk - Moscou - ID18 - Samara - ID24";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2204;-2274";1650,05306156984
"ID2415";"ID24 - Samara - ID18 - Moscou - Minsk - Riga";"2204;-2274|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";1650,05306156984
"Tashkent14";"Riga - Minsk - Moscou - ID18 - Samara - ID24 - Tashkent";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2204;-2274|2403;-2574";2010,05445045605
"Tashkent15";"Tashkent - ID24 - Samara - ID18 - Moscou - Minsk - Riga";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";2010,05445045605
"Perm14";"Riga - Minsk - Moscou - ID18 - Kazan - Perm";"815;-1713|950;-1886|1286;-1755|1584;-1884|1718;-1775|2039;-1686";1410,6408103403
"Perm15";"Perm - Kazan - ID18 - Moscou - Minsk - Riga";"2039;-1686|1718;-1775|1584;-1884|1286;-1755|950;-1886|815;-1713";1410,6408103403
"Yekaterin...14";"Riga - Minsk - Moscou - ID18 - Kazan - Perm - Yekaterin...";"815;-1713|950;-1886|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2172;-1733";1551,70108114679
"Yekaterin...15";"Yekaterin... - Perm - Kazan - ID18 - Moscou - Minsk - Riga";"2172;-1733|2039;-1686|1718;-1775|1584;-1884|1286;-1755|950;-1886|815;-1713";1551,70108114679
"Omsk14";"Riga - Minsk - Moscou - ID18 - Samara - Omsk";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855";1923,72886083602
"Omsk15";"Omsk - Samara - ID18 - Moscou - Minsk - Riga";"2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";1923,72886083602
"Novosibirsk14";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834";2255,3943549713
"Novosibirsk15";"Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";2255,3943549713
"Irkustk14";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026";3101,75083008395
"Irkustk15";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";3101,75083008395
"ID3115";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2941,67272414812
"ID3116";"ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";2941,67272414812
"ID3214";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3602,35546450117
"ID3215";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";3602,35546450117
"ID3314";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3781,2325172497
"ID3315";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";3781,2325172497
"ID3414";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";4037,55458028759
"ID3415";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";4037,55458028759
"ID3514";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";4111,31093594593
"ID3515";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";4111,31093594593
"ID3614";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";4331,23137610555
"ID3615";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";4331,23137610555
"Khabarovsk14";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";4441,95626039088
"Khabarovsk15";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";4441,95626039088
"ID3814";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";4537,55960761261
"ID3815";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";4537,55960761261
"Vladivostok14";"Riga - Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"815;-1713|950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";4790,70778556379
"Vladivostok15";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk - Riga";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886|815;-1713";4790,70778556379
"ID4014";"Riga - Minsk - Moscou - ID18 - Kazan - Perm - ID40";"815;-1713|950;-1886|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2380;-1670";1752,01597053799
"ID4015";"ID40 - Perm - Kazan - ID18 - Moscou - Minsk - Riga";"2380;-1670|2039;-1686|1718;-1775|1584;-1884|1286;-1755|950;-1886|815;-1713";1752,01597053799
"ID4114";"Riga - Minsk - Moscou - ID18 - Kazan - Perm - ID40 - ID41";"815;-1713|950;-1886|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2380;-1670|2517;-1715";1896,21721879888
"ID4115";"ID41 - ID40 - Perm - Kazan - ID18 - Moscou - Minsk - Riga";"2517;-1715|2380;-1670|2039;-1686|1718;-1775|1584;-1884|1286;-1755|950;-1886|815;-1713";1896,21721879888
"Br.Litovsk16";"Minsk - Br.Litovsk";"950;-1886|807;-1977";169,499262535269
"Br.Litovsk17";"Br.Litovsk - Minsk";"807;-1977|950;-1886";169,499262535269
"Moscou16";"Minsk - Moscou";"950;-1886|1286;-1755";360,634163661736
"Moscou17";"Moscou - Minsk";"1286;-1755|950;-1886";360,634163661736
"Kiev16";"Minsk - Kiev";"950;-1886|1065;-2080";225,523834660552
"Kiev17";"Kiev - Minsk";"1065;-2080|950;-1886";225,523834660552
"Kharkov16";"Minsk - Kiev - Kharkov";"950;-1886|1065;-2080|1218;-2126";385,289287747257
"Kharkov17";"Kharkov - Kiev - Minsk";"1218;-2126|1065;-2080|950;-1886";385,289287747257
"Sebastopol16";"Minsk - Kiev - Kharkov - Sebastopol";"950;-1886|1065;-2080|1218;-2126|1155;-2369";636,323150004921
"Sebastopol17";"Sebastopol - Kharkov - Kiev - Minsk";"1155;-2369|1218;-2126|1065;-2080|950;-1886";636,323150004921
"Rostov16";"Minsk - Kiev - Kharkov - Rostov";"950;-1886|1065;-2080|1218;-2126|1382;-2252";592,103213777396
"Rostov17";"Rostov - Kharkov - Kiev - Minsk";"1382;-2252|1218;-2126|1065;-2080|950;-1886";592,103213777396
"Tsaritsyn16";"Minsk - Moscou - ID17 - Tsaritsyn";"950;-1886|1286;-1755|1419;-1971|1552;-2174";856,986427670044
"Tsaritsyn17";"Tsaritsyn - ID17 - Moscou - Minsk";"1552;-2174|1419;-1971|1286;-1755|950;-1886";856,986427670044
"ID1716";"Minsk - Moscou - ID17";"950;-1886|1286;-1755|1419;-1971";614,297326143008
"ID1717";"ID17 - Moscou - Minsk";"1419;-1971|1286;-1755|950;-1886";614,297326143008
"ID1816";"Minsk - Moscou - ID18";"950;-1886|1286;-1755|1584;-1884";685,357122505117
"ID1817";"ID18 - Moscou - Minsk";"1584;-1884|1286;-1755|950;-1886";685,357122505117
"Kazan16";"Minsk - Moscou - ID18 - Kazan";"950;-1886|1286;-1755|1584;-1884|1718;-1775";858,091021899533
"Kazan17";"Kazan - ID18 - Moscou - Minsk";"1718;-1775|1584;-1884|1286;-1755|950;-1886";858,091021899533
"Samara16";"Minsk - Moscou - ID18 - Samara";"950;-1886|1286;-1755|1584;-1884|1761;-1926";867,271937734663
"Samara17";"Samara - ID18 - Moscou - Minsk";"1761;-1926|1584;-1884|1286;-1755|950;-1886";867,271937734663
"ID2416";"Minsk - Moscou - ID18 - Samara - ID24";"950;-1886|1286;-1755|1584;-1884|1761;-1926|2204;-2274";1430,61286470518
"ID2417";"ID24 - Samara - ID18 - Moscou - Minsk";"2204;-2274|1761;-1926|1584;-1884|1286;-1755|950;-1886";1430,61286470518
"Tashkent16";"Minsk - Moscou - ID18 - Samara - ID24 - Tashkent";"950;-1886|1286;-1755|1584;-1884|1761;-1926|2204;-2274|2403;-2574";1790,61425359139
"Tashkent17";"Tashkent - ID24 - Samara - ID18 - Moscou - Minsk";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1286;-1755|950;-1886";1790,61425359139
"Perm16";"Minsk - Moscou - ID18 - Kazan - Perm";"950;-1886|1286;-1755|1584;-1884|1718;-1775|2039;-1686";1191,20061347564
"Perm17";"Perm - Kazan - ID18 - Moscou - Minsk";"2039;-1686|1718;-1775|1584;-1884|1286;-1755|950;-1886";1191,20061347564
"Yekaterin...16";"Minsk - Moscou - ID18 - Kazan - Perm - Yekaterin...";"950;-1886|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2172;-1733";1332,26088428213
"Yekaterin...17";"Yekaterin... - Perm - Kazan - ID18 - Moscou - Minsk";"2172;-1733|2039;-1686|1718;-1775|1584;-1884|1286;-1755|950;-1886";1332,26088428213
"Omsk16";"Minsk - Moscou - ID18 - Samara - Omsk";"950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855";1704,28866397136
"Omsk17";"Omsk - Samara - ID18 - Moscou - Minsk";"2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886";1704,28866397136
"Novosibirsk16";"Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk";"950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834";2035,95415810664
"Novosibirsk17";"Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk";"2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886";2035,95415810664
"Irkustk16";"Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk";"950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026";2882,31063321929
"Irkustk17";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886";2882,31063321929
"ID3117";"Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31";"950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2722,23252728347
"ID3118";"ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886";2722,23252728347
"ID3216";"Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3382,91526763651
"ID3217";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886";3382,91526763651
"ID3316";"Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3561,79232038504
"ID3317";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - Minsk";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|950;-1886";3561,79232038504
"ID3416";"Minsk - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"950;-1886|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";3818,11438342293
